Rank Only,Rank Change,Name,Assoc,Points
66,↓2,Christina KALLBERG,SWE,217
67,↓2,CHOI Hyojoo,KOR,214
68,↓2,Leila IMRE,HUN,210
69,↓2,Adriana DIAZ,PUR,210
70,↓2,Brian AFANADOR,PUR,210
71,↓2,Tobias HIPPLER,GER,209
72,↓2,Franziska SCHREINER,GER,205
73,↓2,Sharath Kamal ACHANTA,IND,202
74,↓2,Sofia POLCANOVA,AUT,189
75,↓1,Niagol STOYANOV,ITA,187
76,↓1,Gaston ALTO,ARG,185
77,↓1,Ana CODINA,ARG,185
78,↓1,Sami KHEROUF,ALG,185
79,↓1,Jakub DYJAS,POL,184
80,↓1,Natalia PARTYKA,POL,184
81,↓1,SHIN Yubin,KOR,180
82,↓1,Juan LAMADRID,CHI,180
83,↓1,Paulina VEGA,CHI,180
84,↓1,Offiong EDEM,NGR,180
85,↓1,Bode ABIODUN,NGR,180
86,↓1,WANG Manyu,CHN,175
87,↓1,Ahmed SALEH,EGY,175
88,↓1,Caroline KUMAHARA,BRA,175
89,↓1,Eric JOUTI,BRA,175
90,↓1,Lynda LOGHRAIBI,ALG,175
91,↓1,Kanak JHA,USA,175
92,↓1,Hana GODA,EGY,175
93,↓1,XU Yingbin,CHN,158
94,↓1,QIAN Tianyi,CHN,158
95,↓1,Hana MATELOVA,CZE,154
96,,CHUANG Chih-Yuan,TPE,150
97,↑4,Melanie DIAZ,PUR,149
98,↑4,Daniel GONZALEZ,PUR,149
99,↓4,LI Hsin-Yu,TPE,140
100,,Lubomir JANCARIK,CZE,140
101,↓3,Alexander CHEN,AUT,127
102,↓6,Tristan FLORE,FRA,125
103,↓6,KUAI Man,CHN,125
104,↓5,Truls MOREGARD,SWE,125
105,↓5,Tin-Tin HO,ENG,125
106,↓3,CHEW Zhe Yu Clarence,SGP,117
107,↓3,Maram ZOGHLAMI,TUN,115
108,↓3,John OYEBODE,ITA,109
109,↓3,ZENG Jian,SGP,107
110,↓3,Liam PITCHFORD,ENG,105
111,↓3,YUAN Licen,CHN,105
112,↓3,Gaia MONFARDINI,ITA,105
113,,Rachel SUNG,USA,105
114,,Dan LIU ,USA,105
115,↓5,Daniel HABESOHN,AUT,105
116,↑42,Jordy PICCOLIN,ITA,104
117,↓6,Arantxa COSSIO ACEVES,MEX,100
118,↓6,Juan Jesus GOMEZ,MEX,100
119,↓6,Maksim KABURKIN,RUS,100
120,↓6,Valeria KOTCYUR,RUS,100
121,↓6,Padasak TANVIRIYAVECHAKUL,THA,97
122,↓6,Suthasini SAWETTABUT,THA,97
123,↓6,Ibrahim GUNDUZ,TUR,96
124,↓6,Sibel ALTINKAYA,TUR,96
125,↓6,Mo ZHANG,CAN,96
126,↓6,Eugene WANG,CAN,96
127,↓6,Britt EERLAND,NED,95
128,↓6,Benedek OLAH,FIN,95
129,↓6,Zauresh AKASHEVA,KAZ,95
130,↓6,Jakub ZELINKA,SVK,95
131,↓6,Ozge YILMAZ,TUR,94
132,↓6,Abdullah YIGENLER,TUR,94
133,↓6,Abir HAJ SALAH,TUN,94
134,↓6,AN Jaehyun,KOR,94
135,↓6,Yang WANG,SVK,94
136,↓6,Jieni SHAO,POR,93
137,↓6,Tiago APOLONIA,POR,93
138,↓6,Katsiaryna BARAVOK,BLR,92
139,↓6,CHO Daeseong,KOR,90
140,↓6,Marek BADOWSKI,POL,90
141,↓6,Olufunke OSHONAIKE,NGR,90
142,↓6,FENG Yi-Hsin,TPE,90
143,↓6,Yukiya UDA,JPN,90
144,↓6,Saki SHIBATA,JPN,90
145,↓6,Taiwo MATI,NGR,90
146,↓6,Aboubaker BOURASS,TUN,90
147,↓6,Lucia CORDERO,GUA,90
148,↓6,Allan GUTIERREZ,GUA,90
149,↓6,Natalia BAJOR,POL,90
150,↓6,Nathalie MARCHETTI,BEL,90
151,↓6,Florent LAMBIET,BEL,90
152,↓6,Olajide OMOTAYO,NGR,90
153,↓6,Cecilia AKPAN,NGR,90
154,↓6,Clio BARCENAS,MEX,90
155,↓6,Dario ARCE,MEX,90
156,↓6,Alexander SHIBAEV,RUS,89
157,↓6,Polina MIKHAILOVA,RUS,89
158,↓6,Eric GLOD,LUX,88
159,↓6,Aleksandar KARAKASEVIC,SRB,85
160,↓6,Adam KLAJBER,SVK,85
161,↓6,Miyuu KIHARA,JPN,75
162,↓6,Hiroto SHINOZUKA,JPN,75
163,↓6,CHUA Josh Shao Han,SGP,74
164,↓5,Yangzi LIU,AUS,72
165,↓5,Alan KURMANGALIYEV,KAZ,72
166,↓5,Solomiya BRATEYKO,UKR,70
167,↓5,GOI Rui Xuan,SGP,70
168,↓5,Kristian KARLSSON,SWE,70
169,↓5,Dillon CHAMBERS,AUS,70
170,↓5,YANG Qian,CHN,70
171,↓5,Youssef ABID,TUN,70
172,↓5,Alexandre CASSIN,FRA,70
173,↓5,Sugdiyona MADALIEVA,UZB,70
174,↓5,Mukhammad UKTAMBOEV,UZB,70
175,↓5,Xavier DIXON,AUS,70
176,↓5,Anton LIMONOV,UKR,70
177,↓5,Csaba ANDRAS,HUN,70
178,↓5,Adam SZUDI,HUN,68
179,↓5,Szandra PERGEL,HUN,68
180,↓5,Adina DIACONU,ROU,63
181,↓5,XUE Fei,CHN,63
182,↓5,ZHANG Rui,CHN,63
183,↓5,Cristian PLETEA,ROU,63
184,↓5,Anastassiya LAVROVA,KAZ,60
185,↓5,Anton KALLBERG,SWE,57
186,↓5,XIANG Peng,CHN,55
187,↓5,Valentina RONCALLO,ITA,55
188,,Lei KOU,UKR,55
189,↓6,Daniela ORTEGA,CHI,55
190,↓6,Gustavo GOMEZ,CHI,55
191,↓6,Katia KESSACI,ALG,55
192,↓6,Rozalina KHADJIEVA,UZB,55
193,↓6,Kirill GERASSIMENKO,KAZ,55
194,↓6,Abdulaziz ANORBOEV,UZB,55
195,↓6,Reeth TENNISON,IND,55
196,,Carlo ROSSI,ITA,55
197,↓7,Sanil SHETTY,IND,55
198,↓7,Vladimir SIDORENKO,RUS,54
199,↓7,Sarah DE NUTTE,LUX,53
200,↑89,Jamila LAURENTI,ITA,49
201,↓8,HUANG Yan-Cheng,TPE,47
202,↓8,Kai ZHANG,USA,47
203,↓8,Danisha PATEL,RSA,45
204,↓8,Lionel WEBER,SUI,45
205,↓8,Rachel MORET,SUI,45
206,↓8,Marcelo AGUIRRE,PAR,45
207,↓8,LIU Hsing-Yin,TPE,45
208,↓8,Elizabeta SAMARA,ROU,45
209,↓8,Larbi BOURIAH,ALG,45
210,↓8,Wirakarn TAYAPITAK,THA,45
211,↓8,Nikita PANOV ,UZB,45
212,↓8,Napat THANMATHIKOM,THA,45
213,↓8,Markhabo MAGDIEVA,UZB,45
214,↓8,Aishath NAZIM,MDV,45
215,↓8,Yuto KIZUKURI,JPN,45
216,↓8,Minami ANDO,JPN,45
217,↓8,Moosa AHMED,MDV,45
218,↓8,Youssef BEN ATTIA,TUN,45
219,↓8,Fadwa GARCI,TUN,45
220,↓8,Iheb KALLEL,TUN,45
221,↓8,Cade PETERS,RSA,45
222,↓8,Abdoulaye MOHAMED,CMR,45
223,↓8,Lydia SETEY,KEN,45
224,↓8,Florence SEERA,UGA,45
225,↓8,Josiah WANDERA,KEN,45
226,↓8,Zodwa MAPHANGA,RSA,45
227,↓8,BOBGA BOGHUMA KAHLIH,CMR,45
228,↓8,Chetan NATHOO,RSA,45
229,↓8,Ronald NYAIKA,UGA,45
230,↓8,Filip ZELJKO,CRO,45
231,↓8,Mateja JEGER,CRO,45
232,↓8,Ching Nam FU,CAN,45
233,↓8,Sarah JALLI,USA,45
234,↓8,Edward LY,CAN,45
235,↓8,Manuela ECHEVERRY,COL,45
236,↓8,Felipe DUFFOO,PER,45
237,↓8,Sharon ALGUETTI,USA,45
238,↓8,Leyla GOMEZ,PAR,45
239,↓8,Isabel DUFFOO,PER,45
240,↓8,Julian RAMOS,COL,45
241,↓8,Selena SELVAKUMAR,IND,44
242,↑60,Leili MOSTAFAVI,FRA,42
243,↓9,Yadira SILVA,MEX,40
244,↓9,Marcos MADRID,MEX,40
245,↓9,Mariia TAILAKOVA,RUS,39
246,↓9,Andreea DRAGOMAN,ROU,37
247,↓9,Rares SIPOS,ROU,37
248,↓9,Kamila KHALIKOVA,UZB,35
249,↓9,Elmurod KHOLIKOV,UZB,35
250,↓9,Manush Utpalbhai SHAH,IND,35
251,↓9,Ankita DAS,IND,35
252,↓9,Aray ASHKEYEVA,KAZ,35
253,↓9,Erik RAITER,KAZ,35
254,↓9,Linda BERGSTROM,SWE,35
255,↓9,Tessy GONDERINGER,LUX,35
256,↓9,Giulia TAKAHASHI,BRA,35
257,↓9,Rafael TURRINI,BRA,35
258,↓9,Yuan WAN,GER,35
259,↓9,Vivien SCHOLZ,GER,35
260,↓9,Cedric MEISSNER,GER,35
261,↓9,Benno OEHME,GER,35
262,↓9,Minhyung JEE ,AUS,34
263,↓9,Snehit SURAVAJJULA,IND,34
264,↓9,Nicholas LUM,AUS,34
265,↓9,Mahmoud HELMY,EGY,32
266,↓9,Alexis LEBRUN,FRA,32
267,↓9,Charlotte LUTZ,FRA,30
268,,Vincent PICARD,FRA,30
269,↓10,Irisbek ARTUKMETOV,KAZ,30
270,↓10,Mihai BOBOCICA,ITA,25
271,↓10,ZENG Beixun,CHN,25
272,↓10,WU Yangchen,CHN,25
273,↓10,Debora VIVARELLI,ITA,25
274,↓10,Samuel KULCZYCKI,POL,25
275,↓10,Fabiola DIAZ,PUR,25
276,↓10,Amy WANG,USA,25
277,↓10,Zdena BLASKOVA,CZE,24
278,↓10,Elizabet ABRAAMIAN,RUS,22
279,↓10,Derek Yadiel VALENTIN-MARENGO,PUR,20
280,↓10,Mylena PLAZA,ECU,20
281,↓10,Eunice GALVEZ,ECU,20
282,↓10,Emiliano RIOFRIO,ECU,20
283,↓10,Rodrigo TAPIA,ECU,20
284,↓10,Alexandra SMIRNOVA,KAZ,20
285,↓10,Temirlan KIM ,KAZ,20
286,↓10,Angelina ROMANOVSKAYA,KAZ,20
287,↓10,Anel BAKHYT,KAZ,20
288,↓10,Aidos KENZHIGULOV,KAZ,20
289,↓10,Vladislav ZAKHAROV,KAZ,20
290,↓10,Tomas MARTINKO,CZE,20
291,↓10,Isa COK,FRA,20
292,↓10,Bastien REMBERT,FRA,20
293,↓10,Nathaly PAREDES,ECU,20
294,↓10,Diego PIGUAVE,ECU,20
295,↓10,Jeremy HAZIN,CAN,20
296,↓10,Daniela FONSECA CARRAZANA,CUB,20
297,↓10,Samuel WALKER,ENG,20
298,↓10,Sutirtha MUKHERJEE,IND,19
299,↓9,Tomas POLANSKY,CZE,18
300,↓9,Darius MOVILEANU,ROU,17
301,↓9,Elena ZAHARIA,ROU,17
302,↓9,Terence YEUNG,CAN,15
303,↓9,Kay STUMPER,GER,15
304,↓9,Sophia KLEE,GER,15
305,↓9,Pavel PLATONOV,BLR,15
306,↓9,Nikoleta PUCHOVANOVA,SVK,15
307,↓9,Jiri MARTINKO,CZE,14
308,↓9,Katerina TOMANOVSKA,CZE,14
309,↓9,Bernadett BALINT,HUN,14
310,↑58,Harmeet DESAI,IND,14
311,↓10,Peter HRIBAR,SLO,14
312,↓9,Camille LUTZ,FRA,14
313,↓9,Heming HU,AUS,10
314,↓9,Melissa TAPPER,AUS,10
315,↓9,Nikhil KUMAR,USA,10
316,↓9,Samuel KALUZNY,SVK,10
317,↓9,Joyce XU,CAN,10
318,↓9,Sophie GAUTHIER,CAN,10
319,↓9,Charlotte CAREY,WAL,10
320,↓9,Yadier LOPEZ VELEZ,PUR,10
321,↓9,Angelica ARELLANO,ECU,10
322,↓9,Kristal MELENDEZ LAFONTAINE,PUR,10
323,↓9,Paul Ignacio PONCE CEDENO,ECU,10
324,↓9,Jeremy CEDENO,ECU,10
325,↓9,Maria CABRERA,ECU,10
326,↓9,Alissa TSVIGUN,KAZ,10
327,↓9,Zhanerke KOSHKUMBAYEVA,KAZ,10
328,↓9,Adilet NASIRDINOV,KGZ,10
329,↓9,Mariia STEPANOVA,RUS,10
330,↓9,Nazgul SULAIMANOVA,KGZ,10
331,↓9,Semen SHEVNIN,RUS,10
332,↓9,Iskender KHARKI,KAZ,10
333,↓9,Alsu SAPAROVA,KAZ,10
334,↓9,Bakdaulet AKIMALI,KAZ,10
335,↓9,Dastan KENZHIGULOV,KAZ,10
336,↓9,Aiya ALIMBAYEVA,KAZ,10
337,↓9,Denis ZHOLUDEV,KAZ,10
338,↓9,Akos KISHEGYI,HUN,10
339,↓9,Tibor SPANIK,SVK,10
340,↓9,Simona HORVATHOVA,SVK,10
341,↓9,Samuel NOVOTA,SVK,10
342,↓9,Jorge CAMPOS,CUB,10
343,↓9,Irvin BERTRAND,FRA,10
344,↓9,Eday GOMEZ ROJAS,CUB,10
345,↓9,Andre Pierre KASES,AUT,10
346,↓9,Aleksandra VOVK,SLO,10
347,↓9,Callum EVANS,WAL,10
348,↓9,Sarun YINGYUENYONG,THA,10
349,↓9,Esteban DORR,FRA,10
350,↓9,Leonardo MUTTI,ITA,10
351,,Tiffany KE,USA,10
352,,SI Zhigao,CHN,10
353,,WANG Jihai,USA,10
354,,Tianrui ZHANG,USA,10
355,,Yixiao WANG,USA,10
356,,Ying WANG ,USA,10
357,↓15,Ema LABOSOVA,SVK,10
358,↓15,Natalia GRIGELOVA,SVK,10
359,↓15,Jeet CHANDRA,IND,10
360,↓15,Nicole ARLIA,ITA,10
361,,Sreeja AKULA,IND,10
362,,Katarina STRAZAR,SLO,8
363,,Deni KOZUL,SLO,8
364,↓18,Maksim GREBNEV,RUS,8
365,↓18,Sabina SURJAN,SRB,5
366,↓18,Angel NARANJO,PUR,5
367,↓18,Matteo MUTTI,ITA,5
368,↓18,Lev KATSMAN,RUS,5
369,↓18,Lilian BARDET,FRA,5
370,↓18,Lucie GAUTHIER,FRA,5
371,↓18,Jayden ZHOU,USA,5
372,↓18,Kevin RUANO,GUA,5
373,↓18,Diego ORANTES,ESA,5
374,↓18,Gabriela SUAREZ,ESA,5
375,↓116,Cedric NUYTINCK,BEL,5
376,↓19,Yana NOSKOVA,RUS,4
377,↓19,WONG Xin Ru,SGP,4
378,↓19,Lea PAULIN,SLO,4
379,↓19,Tilen CVETKO,SLO,4
380,↓19,Adam HMAM,TUN,4
381,↓19,Sabine WINTER,GER,4
382,↓19,Suhana SAINI,IND,4
383,↓18,Diya Parag CHITALE,IND,4
384,↓17,Amalraj ANTHONY,IND,4
385,,Kayla GOODWIN,USA,4
386,,Linda SHU,USA,4
387,,Aditya GODHWANI,USA,4
388,,Joshua MAK,USA,4
389,,LI Xin,USA,4
390,,Ye TIAN ,USA,4
391,↓27,Payas JAIN,IND,4
392,↓26,Madhurika PATKAR,IND,4
393,↓24,Cristian CHIRITA,ROU,4
394,↓24,Ana TOFANT,SLO,4
395,↓24,Patrik JUHASZ,HUN,4
396,↓24,Tijana JOKIC,SRB,4
397,↓24,Siti AMINAH,INA,2
398,↓24,Syahrizal Nauval Akbar MAMONTO,INA,2
399,↓24,Arianna BARANI,ITA,2
400,↓24,Tarek AL-SAMHOURY,AUT,2
401,↓24,Felix LEBRUN,FRA,2
402,↓24,Naomi PRANJKOVIC,GER,2
403,↓24,Patricia SANTOS,POR,2
404,↓24,Ioana SINGEORZAN,ROU,2
405,↓24,Carlos FERNANDEZ,PER,2
406,↓24,Rebecca MUSKANTOR,SWE,2
407,↓24,Borgar HAUG,NOR,2
408,↓24,Tiago LI,POR,2
409,↓24,Natalia MALININA,RUS,2
410,↓24,Finn LUU,AUS,2
411,↓24,HUANG Yi-Hua,TPE,2
412,,Joanna SUNG,USA,2
413,,Angela GUAN,USA,2
414,,Yue LI ,USA,2
415,,Jishan LIANG ,USA,2
416,↓28,Uladzislau RUKLIATSOU,BLR,2
417,↓28,Amelie SOLJA,AUT,2
418,↓28,Eduard IONESCU,ROU,2
419,↓28,Hana ARAPOVIC,CRO,2
420,↓28,Ivor BAN,CRO,2
421,↓28,Sarvinoz MIRKADIROVA,KAZ,2
422,,Leo DE NODREST,FRA,2
423,↓29,Anastasiya DYMYTRENKO,UKR,2
424,,Dianren WEI ,USA,1
425,,Rui Ni LI ,USA,1
426,,Malamatenia PAPADIMITRIOU,GRE,1
427,,Georgios STAMATOUROS,GRE,1
